price,rating,category,availability,target
17.03,3,Fiction,1,0
48.8,3,Sequential Art,1,0
58.14,4,Young Adult,1,0
34.2,2,Add a comment,1,0
51.48,3,Default,1,0
29.87,5,Historical,1,1
10.9,2,Sequential Art,1,0
56.37,5,Nonfiction,1,0
48.35,5,Mystery,1,0
16.73,2,Mystery,1,0
56.48,2,Add a comment,1,0
40.79,2,Add a comment,1,0
39.72,1,Fiction,1,0
14.58,3,History,1,0
55.51,1,Add a comment,1,0
21.8,3,History,1,0
13.33,3,Default,1,0
38.73,1,Fantasy,1,0
37.86,4,Add a comment,1,1
11.53,2,Food and Drink,1,0
27.06,1,Nonfiction,1,0
13.86,3,Womens Fiction,1,0
37.55,1,Science,1,0
32.3,5,Fantasy,1,1
46.29,5,Fiction,1,0
26.2,1,Add a comment,1,0
33.26,2,Nonfiction,1,0
59.15,4,Add a comment,1,0
39.43,1,Psychology,1,0
14.44,5,Young Adult,1,1
56.54,2,Fiction,1,0
59.9,3,Nonfiction,1,0
11.88,3,Add a comment,1,0
48.05,2,Young Adult,1,0
21.21,3,Nonfiction,1,0
49.67,4,Default,1,0
43.14,1,Business,1,0
36.97,5,Horror,1,1
26.8,3,Mystery,1,0
15.71,4,Add a comment,1,1
54.65,4,Young Adult,1,0
54.36,4,Mystery,1,0
35.28,3,Mystery,1,0
20.55,2,Historical Fiction,1,0
58.32,5,Default,1,0
11.84,1,Mystery,1,0
41.46,4,Nonfiction,1,0
20.1,5,Food and Drink,1,1
56.86,1,Politics,1,0
56.51,5,Default,1,0
40.83,4,Romance,1,0
48.64,1,Horror,1,0
59.48,3,Mystery,1,0
39.01,4,Historical Fiction,1,1
38.77,1,Food and Drink,1,0
48.39,2,Default,1,0
27.26,2,Mystery,1,0
11.68,4,Nonfiction,1,1
59.45,1,Fiction,1,0
21.0,3,Business,1,0
53.98,3,Romance,1,0
48.74,1,Science Fiction,1,0
21.15,2,Biography,1,0
13.71,3,Mystery,1,0
47.67,3,Romance,1,0
13.34,2,Fiction,1,0
16.89,5,Nonfiction,1,1
27.18,1,Autobiography,1,0
17.28,2,Historical Fiction,1,0
45.14,1,Fiction,1,0
40.85,1,Autobiography,1,0
20.46,4,Womens Fiction,1,1
56.27,3,Psychology,1,0
48.49,4,Womens Fiction,1,0
51.34,4,Young Adult,1,0
16.34,3,Fiction,1,0
20.5,3,Food and Drink,1,0
21.59,5,Business,1,1
21.36,4,Science Fiction,1,1
20.88,5,Default,1,1
19.53,3,Nonfiction,1,0
14.75,5,Romance,1,1
48.48,3,Fiction,1,0
24.57,2,Nonfiction,1,0
49.71,5,Health,1,0
48.27,5,Add a comment,1,0
58.05,4,Add a comment,1,0
58.87,4,Default,1,0
11.82,2,Default,1,0
28.03,1,Fiction,1,0
44.05,5,Default,1,0
12.34,4,Food and Drink,1,1
16.68,2,Default,1,0
55.91,1,Science,1,0
24.57,3,Religion,1,0
52.98,5,Health,1,0
54.4,1,Young Adult,1,0
54.81,5,Novels,1,0
25.08,1,Childrens,1,0
10.41,4,Default,1,1
47.44,2,Default,1,0
20.91,1,Spirituality,1,0
33.95,4,Sequential Art,1,1
43.68,3,Humor,1,0
33.23,1,Young Adult,1,0
35.92,2,Nonfiction,1,0
48.63,4,Art,1,0
56.63,3,Fantasy,1,0
50.49,3,Add a comment,1,0
35.79,2,Add a comment,1,0
34.06,3,Nonfiction,1,0
17.76,1,Nonfiction,1,0
39.36,2,Nonfiction,1,0
36.94,2,Travel,1,0
43.62,5,Default,1,0
43.02,3,Art,1,0
28.45,4,Nonfiction,1,1
41.39,2,Default,1,0
51.15,1,Fiction,1,0
35.88,1,Short Stories,1,0
36.91,1,Business,1,0
28.93,1,Young Adult,1,0
38.89,5,Nonfiction,1,1
58.33,3,Suspense,1,0
39.67,5,Christian Fiction,1,1
14.1,5,Sequential Art,1,1
21.82,3,Nonfiction,1,0
54.21,1,Philosophy,1,0
31.19,4,Music,1,1
53.64,5,Poetry,1,0
36.39,5,Young Adult,1,1
58.54,2,Fiction,1,0
29.48,3,Nonfiction,1,0
25.06,2,Nonfiction,1,0
12.55,3,Nonfiction,1,0
29.04,5,Poetry,1,1
40.72,2,Default,1,0
45.05,5,Music,1,0
47.13,1,Philosophy,1,0
20.22,4,Default,1,1
56.48,1,Default,1,0
44.21,1,Nonfiction,1,0
21.96,4,Fiction,1,1
40.45,2,Poetry,1,0
10.29,4,Art,1,1
52.86,2,Default,1,0
55.65,5,Young Adult,1,0
43.64,1,Default,1,0
28.41,1,Science,1,0
37.51,4,Default,1,1
11.45,3,History,1,0
19.22,2,Nonfiction,1,0
56.91,4,Nonfiction,1,0
55.06,4,Nonfiction,1,0
13.2,3,Nonfiction,1,0
53.63,2,Food and Drink,1,0
44.48,5,History,1,0
12.08,3,Self Help,1,0
22.14,2,Default,1,0
25.37,5,Mystery,1,1
46.33,2,Spirituality,1,0
37.33,3,Travel,1,0
25.55,1,Humor,1,0
34.72,1,Default,1,0
35.96,4,Childrens,1,1
41.14,4,Art,1,0
10.01,4,Science,1,1
36.05,4,Default,1,1
49.03,3,Default,1,0
16.24,1,Add a comment,1,0
39.55,1,Biography,1,0
35.67,3,Add a comment,1,0
16.62,3,Historical Fiction,1,0
42.78,4,Fiction,1,0
52.3,5,Mystery,1,0
32.34,2,Art,1,0
33.17,4,Default,1,1
20.12,5,Add a comment,1,1
20.9,2,Default,1,0
20.9,3,Romance,1,0
40.2,4,Fiction,1,0
52.87,3,Childrens,1,0
51.74,1,Business,1,0
34.41,2,Childrens,1,0
32.38,1,Childrens,1,0
50.35,4,Young Adult,1,0
11.38,5,Food and Drink,1,1
43.58,3,Womens Fiction,1,0
49.67,3,Fiction,1,0
28.77,2,Christian Fiction,1,0
13.22,4,Default,1,1
51.17,5,Poetry,1,0
39.61,5,Fantasy,1,1
57.43,4,Add a comment,1,0
46.01,4,Food and Drink,1,0
28.25,2,Food and Drink,1,0
37.05,5,Add a comment,1,1
19.57,1,Sequential Art,1,0
45.13,3,Nonfiction,1,0
46.64,2,Nonfiction,1,0
12.16,5,Fantasy,1,1
20.89,4,Mystery,1,1
17.97,5,Christian Fiction,1,1
52.6,2,Music,1,0
25.77,1,Christian,1,0
48.19,3,Biography,1,0
29.93,5,Philosophy,1,1
44.34,2,Travel,1,0
52.4,5,History,1,0
44.81,4,Fantasy,1,0
57.84,5,Default,1,0
39.67,2,History,1,0
55.02,3,Default,1,0
24.8,4,Mystery,1,1
59.45,4,Nonfiction,1,0
31.58,2,Default,1,0
43.27,4,Add a comment,1,0
37.34,1,Historical Fiction,1,0
17.8,5,Default,1,1
30.54,1,Travel,1,0
18.77,1,Add a comment,1,0
46.85,3,Add a comment,1,0
15.79,1,Historical,1,0
10.27,2,Default,1,0
15.42,5,Poetry,1,1
59.92,5,Food and Drink,1,0
50.96,2,Young Adult,1,0
30.6,3,Default,1,0
19.27,4,Add a comment,1,1
46.58,1,Default,1,0
48.51,3,Add a comment,1,0
19.02,1,Fiction,1,0
38.38,2,Mystery,1,0
49.98,4,Nonfiction,1,0
46.49,5,Self Help,1,0
18.32,2,Thriller,1,0
42.14,3,Nonfiction,1,0
56.59,4,Add a comment,1,0
20.96,4,Sequential Art,1,1
40.32,4,Fiction,1,0
36.39,3,Sequential Art,1,0
58.55,4,History,1,0
39.61,3,Food and Drink,1,0
21.3,3,Psychology,1,0
56.88,4,Travel,1,0
32.97,4,Historical Fiction,1,1
47.31,4,Young Adult,1,0
48.67,2,Nonfiction,1,0
41.73,4,Young Adult,1,0
53.68,4,Default,1,0
14.64,1,Young Adult,1,0
38.4,1,Music,1,0
15.08,4,Classics,1,1
30.57,2,Add a comment,1,0
57.74,4,Fantasy,1,0
11.05,5,Food and Drink,1,1
28.58,1,Classics,1,0
42.91,5,History,1,0
24.73,3,Fiction,1,0
55.91,4,History,1,0
13.76,3,Science,1,0
45.56,3,Fiction,1,0
47.22,1,Default,1,0
56.0,5,Fantasy,1,0
44.58,2,Fiction,1,0
34.5,1,Default,1,0
11.33,5,Young Adult,1,1
38.77,4,Poetry,1,1
11.83,2,Default,1,0
45.51,3,Fantasy,1,0
41.81,1,Young Adult,1,0
25.15,4,Nonfiction,1,1
34.22,5,Fiction,1,1
16.23,5,Default,1,1
11.48,3,Default,1,0
23.37,3,Horror,1,0
16.28,2,Science,1,0
31.63,4,Nonfiction,1,1
24.91,5,Food and Drink,1,1
22.54,1,Childrens,1,0
23.63,4,Young Adult,1,1
13.12,2,Academic,1,0
59.98,3,Fiction,1,0
31.49,4,Thriller,1,1
15.52,5,Young Adult,1,1
48.13,5,Young Adult,1,0
38.13,5,Default,1,1
36.55,2,Default,1,0
23.32,1,Default,1,0
16.33,1,Sequential Art,1,0
32.42,1,Science Fiction,1,0
16.96,1,Default,1,0
22.37,1,Add a comment,1,0
42.27,1,Add a comment,1,0
38.7,2,Default,1,0
35.63,5,Horror,1,1
58.0,5,Fiction,1,0
52.41,1,Sequential Art,1,0
32.35,3,Nonfiction,1,0
20.75,1,Philosophy,1,0
17.49,5,Poetry,1,1
34.13,5,Default,1,1
58.81,5,Autobiography,1,0
10.0,5,Young Adult,1,1
51.22,2,History,1,0
58.59,4,Default,1,0
31.3,1,Romance,1,0
46.42,2,Add a comment,1,0
17.21,4,Fantasy,1,1
10.79,3,Add a comment,1,0
52.35,4,Default,1,0
27.88,3,Default,1,0
50.26,2,Classics,1,0
59.99,3,Romance,1,0
28.32,5,Historical Fiction,1,1
38.71,3,Nonfiction,1,0
29.85,5,Default,1,1
14.82,2,Classics,1,0
16.81,4,Nonfiction,1,1
28.23,2,Nonfiction,1,0
52.11,2,Fantasy,1,0
27.88,2,Sequential Art,1,0
59.71,3,Thriller,1,0
46.08,5,Fantasy,1,0
13.73,5,Womens Fiction,1,1
48.39,5,Womens Fiction,1,0
49.45,5,Fantasy,1,0
19.67,5,Default,1,1
12.36,3,Music,1,0
20.02,5,Music,1,1
12.75,4,Horror,1,1
47.51,4,Horror,1,0
20.44,4,Default,1,1
34.79,2,Horror,1,0
28.07,4,Classics,1,1
25.01,3,Horror,1,0
13.9,3,Default,1,0
24.17,4,Young Adult,1,1
31.63,4,Fantasy,1,1
48.75,5,Fantasy,1,0
14.74,1,Fantasy,1,0
32.49,3,Classics,1,0
27.8,1,Nonfiction,1,0
26.77,1,Historical Fiction,1,0
50.44,4,Sequential Art,1,0
34.93,2,Thriller,1,0
12.87,1,Romance,1,0
48.94,2,Default,1,0
13.38,3,Romance,1,0
58.63,3,Classics,1,0
21.94,1,Womens Fiction,1,0
26.58,5,Fiction,1,1
57.22,3,Classics,1,0
56.43,1,Romance,1,0
55.65,5,Spirituality,1,0
27.62,1,Religion,1,0
49.56,4,Horror,1,0
34.77,1,Default,1,0
17.73,3,Classics,1,0
21.8,1,Default,1,0
46.02,3,Default,1,0
18.13,1,Default,1,0
30.89,5,Humor,1,1
31.95,3,Nonfiction,1,0
24.04,1,Contemporary,1,0
32.36,3,Young Adult,1,0
21.07,5,Historical Fiction,1,1
50.66,3,Nonfiction,1,0
13.66,2,Food and Drink,1,0
58.09,1,Nonfiction,1,0
30.0,1,Nonfiction,1,0
32.74,2,Young Adult,1,0
41.93,2,Default,1,0
42.8,2,Womens Fiction,1,0
53.51,1,Nonfiction,1,0
23.21,3,Fiction,1,0
21.14,1,Psychology,1,0
56.07,3,Childrens,1,0
14.41,3,Sequential Art,1,0
45.75,4,Womens Fiction,1,0
15.77,1,Thriller,1,0
10.02,2,Add a comment,1,0
48.77,1,Childrens,1,0
57.86,2,Horror,1,0
23.59,1,Food and Drink,1,0
23.05,5,Mystery,1,1
55.55,5,Sequential Art,1,0
58.64,4,Fantasy,1,0
23.21,1,Travel,1,0
42.57,3,Biography,1,0
10.92,1,Science Fiction,1,0
34.77,1,Add a comment,1,0
35.66,5,Historical Fiction,1,1
37.19,3,Add a comment,1,0
12.25,1,Romance,1,0
29.7,2,Classics,1,0
36.8,3,Default,1,0
45.43,1,Romance,1,0
26.26,4,Fiction,1,1
44.92,3,Young Adult,1,0
52.53,5,Womens Fiction,1,0
37.25,2,Nonfiction,1,0
20.93,1,Default,1,0
58.09,2,Default,1,0
43.59,5,Childrens,1,0
33.92,3,Business,1,0
55.55,2,Historical Fiction,1,0
29.64,4,Young Adult,1,1
27.41,1,Fiction,1,0
52.51,5,Fiction,1,0
47.8,3,Add a comment,1,0
14.54,2,History,1,0
49.53,1,Historical Fiction,1,0
43.58,3,Default,1,0
12.3,1,Default,1,0
49.47,3,Horror,1,0
22.14,2,Default,1,0
57.48,1,Add a comment,1,0
43.45,3,Mystery,1,0
22.13,4,Add a comment,1,1
13.03,4,Science,1,1
57.35,5,Science,1,0
44.29,1,Womens Fiction,1,0
52.25,4,Default,1,0
26.33,5,Childrens,1,1
22.96,2,Fiction,1,0
19.21,1,Mystery,1,0
26.78,4,Classics,1,1
41.32,5,Add a comment,1,0
24.55,1,Add a comment,1,0
16.26,2,Childrens,1,0
47.84,1,Add a comment,1,0
53.49,2,Default,1,0
44.84,5,Sports and Games,1,0
53.71,5,Add a comment,1,0
23.43,2,Default,1,0
34.32,3,Food and Drink,1,0
22.1,1,Fiction,1,0
25.83,2,Science,1,0
36.74,3,Nonfiction,1,0
49.51,1,Nonfiction,1,0
48.96,5,Womens Fiction,1,0
54.62,1,Womens Fiction,1,0
24.72,2,Fantasy,1,0
46.45,2,Default,1,0
52.33,2,Add a comment,1,0
30.6,4,Science,1,1
14.57,4,Young Adult,1,1
46.29,1,Add a comment,1,0
21.57,5,Sequential Art,1,1
12.91,4,Autobiography,1,1
50.11,3,Add a comment,1,0
41.67,4,Nonfiction,1,0
44.88,2,Business,1,0
11.1,3,Romance,1,0
28.54,3,Childrens,1,0
19.07,4,Science Fiction,1,1
43.55,1,Default,1,0
43.63,3,Sequential Art,1,0
39.13,1,Sequential Art,1,0
56.68,2,Default,1,0
14.16,1,Nonfiction,1,0
31.45,3,Sequential Art,1,0
24.61,2,Default,1,0
32.87,2,Default,1,0
40.17,1,Nonfiction,1,0
13.51,1,Nonfiction,1,0
38.95,3,Travel,1,0
31.69,3,Humor,1,0
29.4,1,Default,1,0
57.83,1,Nonfiction,1,0
55.46,2,Fantasy,1,0
57.6,2,Autobiography,1,0
34.98,2,Add a comment,1,0
11.87,2,Autobiography,1,0
12.47,3,Fiction,1,0
33.26,2,Science Fiction,1,0
59.04,5,Autobiography,1,0
26.13,2,Default,1,0
22.2,1,Nonfiction,1,0
45.11,1,Nonfiction,1,0
43.69,4,Young Adult,1,0
25.02,1,Default,1,0
55.5,5,Humor,1,0
53.04,5,Young Adult,1,0
44.97,1,Fiction,1,0
42.38,1,Nonfiction,1,0
20.11,3,Default,1,0
56.7,5,Nonfiction,1,0
41.0,5,Fiction,1,0
28.85,3,Nonfiction,1,0
49.97,4,Christian Fiction,1,0
19.69,1,Womens Fiction,1,0
28.88,2,Nonfiction,1,0
33.14,3,Food and Drink,1,0
43.7,2,History,1,0
54.89,1,Horror,1,0
37.52,2,Childrens,1,0
51.07,2,Humor,1,0
44.07,4,Fantasy,1,0
10.79,4,Childrens,1,1
42.72,1,Sequential Art,1,0
26.66,5,Nonfiction,1,1
37.6,5,Default,1,1
42.21,4,Young Adult,1,0
46.83,2,Historical Fiction,1,0
45.17,2,Sequential Art,1,0
51.22,3,Sports and Games,1,0
21.28,4,Add a comment,1,1
15.36,5,Adult Fiction,1,1
38.62,1,Default,1,0
25.4,3,Mystery,1,0
43.87,3,Fantasy,1,0
18.74,1,Default,1,0
54.86,1,Science Fiction,1,0
52.62,3,Default,1,0
51.48,1,Science Fiction,1,0
15.28,5,Nonfiction,1,1
39.24,5,Default,1,1
17.81,1,Default,1,0
56.02,1,Fantasy,1,0
23.9,5,Default,1,1
49.13,5,Fiction,1,0
10.62,1,Childrens,1,0
36.17,2,Add a comment,1,0
59.95,2,Psychology,1,0
26.09,1,Young Adult,1,0
37.35,2,Parenting,1,0
24.72,2,Mystery,1,0
35.28,5,Default,1,1
51.32,5,Nonfiction,1,0
21.12,3,Young Adult,1,0
27.35,2,Nonfiction,1,0
21.74,5,Nonfiction,1,1
40.87,1,Nonfiction,1,0
49.31,1,Sequential Art,1,0
22.11,1,Fiction,1,0
20.79,5,Historical Fiction,1,1
27.41,2,Romance,1,0
38.35,2,Classics,1,0
21.55,5,Default,1,1
38.02,2,Sequential Art,1,0
22.06,4,Fantasy,1,1
10.66,3,Childrens,1,0
56.58,1,Nonfiction,1,0
36.83,5,Young Adult,1,1
35.01,2,Classics,1,0
30.48,4,Nonfiction,1,1
14.08,5,Default,1,1
31.22,2,Fantasy,1,0
54.29,5,Autobiography,1,0
31.04,1,Psychology,1,0
50.96,1,Add a comment,1,0
11.89,2,Nonfiction,1,0
31.38,3,Add a comment,1,0
54.81,1,Sequential Art,1,0
16.78,3,Fiction,1,0
24.42,1,Sports and Games,1,0
11.75,3,Sequential Art,1,0
20.02,1,Philosophy,1,0
12.86,4,Young Adult,1,1
31.58,5,Music,1,1
34.0,3,Nonfiction,1,0
57.42,5,Nonfiction,1,0
53.47,1,Young Adult,1,0
11.64,5,Sequential Art,1,1
52.88,4,Childrens,1,0
18.51,4,Sequential Art,1,1
41.32,5,Historical Fiction,1,0
39.77,3,Romance,1,0
51.96,3,Fiction,1,0
39.51,5,Art,1,1
15.4,1,Paranormal,1,0
53.82,2,Fantasy,1,0
30.95,4,Poetry,1,1
57.82,5,Nonfiction,1,0
44.18,2,Science Fiction,1,0
48.71,1,Romance,1,0
19.69,5,Default,1,1
36.52,2,Sequential Art,1,0
41.56,5,Nonfiction,1,0
43.19,4,Classics,1,0
